Jogo 056: 1, 2, 3, 4, 10, 13, 14, 15, 17, 19, 20, 21, 22, 23, 25
Jogo 057: 1, 2, 3, 4, 7, 8, 11, 12, 15, 17, 19, 20, 21, 22, 23
Jogo 058: 1, 2, 3, 4, 7, 8, 11, 12, 13, 14, 15, 17, 19, 22, 25
Jogo 059: 1, 2, 3, 4, 7, 8, 10, 11, 12, 13, 14, 15, 20, 21, 23
Jogo 060: 1, 2, 3, 4, 6, 10, 11, 12, 13, 17, 19, 20, 21, 23, 25
Jogo 061: 1, 2, 3, 4, 6, 10, 11, 12, 13, 14, 15, 20, 21, 22, 25
Jogo 062: 1, 2, 3, 4, 6, 8, 12, 14, 15, 17, 19, 20, 21, 22, 25
Jogo 063: 1, 2, 3, 4, 6, 8, 11, 13, 14, 17, 19, 20, 22, 23, 25
Jogo 064: 1, 2, 3, 4, 6, 8, 10, 12, 13, 14, 15, 17, 21, 23, 25
Jogo 065: 1, 2, 3, 4, 6, 8, 10, 11, 12, 13, 15, 17, 20, 22, 23
Jogo 066: 1, 2, 3, 4, 6, 7, 10, 12, 13, 15, 17, 19, 21, 22, 25
Jogo 067: 1, 2, 3, 4, 6, 7, 10, 11, 13, 14, 15, 19, 22, 23, 25
Jogo 068: 1, 2, 3, 4, 6, 7, 8, 12, 13, 15, 20, 21, 22, 23, 25
Jogo 069: 1, 2, 3, 4, 6, 7, 8, 10, 13, 17, 19, 20, 21, 22, 23
Jogo 070: 1, 2, 3, 4, 6, 7, 8, 10, 11, 14, 20, 21, 22, 23, 25
Jogo 071: 1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 15, 19, 20, 21, 25
Jogo 072: 1, 3, 4, 6, 7, 10, 11, 12, 13, 14, 17, 20, 21, 22, 23
Jogo 073: 1, 3, 4, 6, 7, 8, 10, 11, 13, 14, 15, 17, 19, 20, 25
Jogo 074: 1, 2, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 19, 22, 23
Jogo 075: 1, 2, 3, 6, 7, 8, 11, 12, 13, 14, 17, 19, 20, 21, 23
Jogo 076: 1, 2, 3, 4, 6, 7, 10, 11, 12, 14, 17, 19, 20, 22, 25
Jogo 077: 1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 15, 17, 19, 23, 25
Jogo 078: 2, 4, 6, 7, 8, 10, 12, 13, 14, 15, 17, 20, 21, 22, 23
Jogo 079: 2, 3, 4, 6, 7, 8, 11, 13, 14, 15, 17, 19, 20, 22, 23
Jogo 080: 2, 3, 4, 6, 7, 8, 10, 11, 13, 15, 17, 20, 21, 23, 25
Jogo 081: 1, 3, 4, 6, 7, 8, 11, 12, 13, 17, 19, 20, 21, 22, 25
Jogo 082: 1, 2, 4, 6, 7, 10, 11, 12, 13, 14, 15, 17, 20, 23, 25
Jogo 083: 1, 2, 4, 6, 7, 8, 10, 11, 13, 15, 19, 21, 22, 23, 25
Jogo 084: 1, 2, 3, 4, 7, 8, 10, 12, 14, 15, 19, 21, 22, 23, 25
Jogo 085: 1, 2, 3, 4, 6, 10, 12, 13, 14, 15, 17, 19, 20, 22, 23
Jogo 086: 1, 2, 3, 4, 6, 8, 11, 12, 13, 14, 15, 19, 21, 22, 23
Jogo 087: 1, 2, 3, 4, 6, 7, 11, 15, 17, 19, 20, 21, 22, 23, 25
Jogo 088: 1, 2, 3, 4, 6, 7, 11, 12, 13, 14, 17, 21, 22, 23, 25
Jogo 089: 1, 2, 3, 4, 6, 7, 8, 10, 13, 14, 15, 19, 20, 21, 22
Jogo 090: 1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 14, 15, 17, 21, 22
Jogo 091: 2, 4, 6, 8, 10, 11, 12, 13, 14, 15, 17, 19, 20, 22, 25
Jogo 092: 2, 3, 6, 7, 10, 11, 12, 13, 14, 15, 17, 19, 20, 21, 25
Jogo 093: 2, 3, 4, 6, 7, 10, 11, 12, 13, 15, 19, 20, 21, 22, 23
Jogo 094: 1, 4, 6, 7, 8, 10, 11, 12, 13, 15, 17, 19, 20, 21, 23
Jogo 095: 1, 2, 3, 6, 7, 8, 10, 12, 13, 15, 17, 19, 20, 22, 25
Jogo 096: 1, 2, 3, 4, 7, 8, 10, 11, 13, 14, 17, 19, 21, 22, 23
Jogo 097: 1, 2, 3, 4, 7, 8, 10, 11, 12, 13, 14, 17, 20, 21, 25
Jogo 098: 1, 2, 3, 4, 6, 7, 8, 10, 12, 13, 14, 20, 22, 23, 25
Jogo 099: 1, 2, 3, 4, 6, 10, 11, 13, 14, 15, 17, 19, 20, 21, 23
Jogo 100: 1, 2, 3, 4, 6, 7, 8, 11, 12, 14, 15, 17, 20, 23, 25
Jogo 101: 2, 4, 6, 7, 8, 11, 12, 13, 14, 15, 17, 19, 21, 23, 25
Jogo 102: 2, 3, 4, 7, 8, 10, 11, 12, 14, 15, 19, 20, 21, 22, 25
Jogo 103: 2, 3, 4, 6, 8, 10, 11, 12, 14, 17, 19, 20, 21, 23, 25
Jogo 104: 1, 3, 4, 6, 7, 8, 10, 12, 15, 17, 20, 21, 22, 23, 25
Jogo 105: 1, 2, 3, 6, 8, 11, 12, 13, 15, 19, 20, 21, 22, 23, 25
Jogo 106: 1, 2, 3, 4, 8, 10, 11, 12, 13, 14, 15, 19, 20, 23, 25
Jogo 107: 1, 2, 3, 4, 6, 7, 12, 13, 14, 15, 19, 20, 21, 23, 25
Jogo 108: 1, 2, 3, 4, 8, 10, 11, 12, 17, 19, 20, 21, 22, 23, 25
Jogo 109: 1, 2, 3, 4, 6, 7, 8, 10, 13, 14, 17, 19, 21, 23, 25
Jogo 110: 1, 4, 6, 8, 10, 11, 12, 13, 14, 15, 17, 19, 21, 22, 25
Jogo 111: 1, 3, 4, 6, 8, 10, 11, 14, 15, 17, 19, 20, 21, 22, 23
Jogo 112: 1, 2, 3, 6, 7, 8, 10, 11, 12, 13, 14, 15, 21, 22, 25
Jogo 113: 1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 19, 22, 23, 25
Jogo 114: 1, 3, 6, 8, 10, 11, 12, 13, 14, 15, 17, 20, 21, 23, 25
Jogo 115: 1, 3, 6, 7, 8, 10, 11, 13, 14, 17, 19, 20, 21, 22, 25
Jogo 116: 1, 2, 4, 6, 7, 8, 10, 11, 12, 15, 17, 20, 21, 22, 25
Jogo 117: 1, 2, 3, 6, 10, 11, 12, 13, 14, 15, 17, 19, 22, 23, 25
Jogo 118: 1, 2, 3, 6, 7, 10, 11, 13, 14, 15, 17, 20, 21, 22, 23
Jogo 119: 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 17, 19, 20, 21, 22
Jogo 120: 1, 2, 3, 4, 7, 11, 12, 13, 15, 17, 20, 21, 22, 23, 25
Jogo 121: 1, 3, 6, 7, 8, 10, 11, 12, 13, 14, 15, 19, 20, 22, 23
Jogo 122: 1, 3, 4, 6, 7, 8, 11, 12, 13, 14, 19, 20, 21, 23, 25
Jogo 123: 1, 2, 4, 6, 7, 8, 10, 13, 14, 15, 17, 19, 22, 23, 25
Jogo 124: 1, 2, 3, 4, 6, 8, 10, 11, 13, 15, 17, 19, 20, 21, 25
Jogo 125: 1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 19
Jogo 126: 1, 2, 6, 7, 8, 10, 11, 13, 14, 15, 19, 20, 21, 23, 25
Jogo 127: 1, 2, 4, 6, 8, 11, 12, 13, 14, 17, 20, 21, 22, 23, 25
Jogo 128: 1, 2, 3, 7, 8, 11, 12, 14, 15, 17, 19, 21, 22, 23, 25
Jogo 129: 1, 2, 3, 4, 6, 7, 12, 14, 17, 19, 20, 21, 22, 23, 25
Jogo 130: 1, 2, 3, 4, 6, 8, 11, 13, 14, 15, 17, 21, 22, 23, 25
Jogo 131: 2, 4, 7, 8, 10, 11, 12, 13, 14, 15, 20, 21, 22, 23, 25
Jogo 132: 2, 3, 4, 8, 10, 12, 13, 14, 15, 17, 19, 20, 21, 22, 23
Jogo 133: 1, 3, 4, 6, 7, 10, 11, 13, 14, 15, 17, 19, 21, 22, 25
Jogo 134: 1, 2, 4, 7, 8, 10, 11, 12, 13, 14, 17, 19, 20, 23, 25
Jogo 135: 2, 3, 6, 7, 8, 10, 11, 12, 15, 17, 19, 20, 21, 22, 23
Jogo 136: 2, 3, 6, 7, 8, 10, 12, 13, 14, 17, 19, 21, 22, 23, 25
Jogo 137: 1, 3, 4, 6, 8, 10, 12, 13, 14, 15, 17, 19, 20, 23, 25
Jogo 138: 1, 2, 3, 6, 7, 8, 10, 12, 14, 15, 17, 20, 21, 23, 25
Jogo 139: 1, 2, 3, 4, 6, 7, 8, 11, 12, 13, 14, 19, 20, 21, 22
Jogo 140: 1, 2, 3, 4, 6, 7, 8, 10, 11, 15, 19, 20, 22, 23, 25
Jogo 141: 1, 2, 4, 7, 10, 12, 13, 14, 15, 17, 19, 20, 21, 22, 23
Jogo 142: 1, 2, 3, 4, 6, 7, 10, 11, 12, 13, 15, 17, 19, 21, 23
Jogo 143: 1, 3, 4, 7, 8, 10, 11, 12, 13, 15, 19, 20, 21, 22, 25
Jogo 144: 1, 2, 3, 7, 11, 12, 13, 14, 15, 17, 19, 20, 21, 22, 25
Jogo 145: 1, 2, 3, 4, 6, 10, 11, 12, 14, 15, 19, 21, 22, 23, 25
Jogo 146: 1, 2, 3, 4, 6, 7, 8, 12, 13, 14, 15, 17, 20, 22, 23
Jogo 147: 2, 3, 4, 6, 7, 8, 10, 12, 13, 14, 15, 19, 21, 22, 25
Jogo 148: 1, 4, 6, 7, 8, 10, 11, 12, 14, 15, 17, 19, 20, 21, 22
Jogo 149: 1, 3, 4, 6, 7, 10, 12, 13, 14, 15, 17, 19, 20, 22, 25
Jogo 150: 1, 2, 3, 4, 6, 7, 10, 11, 14, 15, 17, 20, 22, 23, 25
Jogo 151: 1, 3, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 21, 22, 23
Jogo 152: 2, 3, 4, 6, 7, 8, 12, 13, 15, 17, 19, 20, 21, 23, 25
Jogo 153: 1, 2, 4, 6, 7, 11, 12, 13, 14, 15, 19, 20, 22, 23, 25
Jogo 154: 1, 2, 3, 7, 8, 10, 11, 14, 15, 17, 19, 20, 21, 23, 25
Jogo 155: 1, 2, 3, 4, 7, 8, 10, 11, 12, 13, 17, 21, 22, 23, 25
Jogo 156: 1, 2, 3, 4, 6, 7, 8, 11, 12, 14, 15, 17, 19, 21, 25
Jogo 157: 2, 3, 6, 7, 8, 11, 12, 13, 14, 15, 17, 20, 21, 22, 23
Jogo 158: 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 14, 17, 20, 22, 25
Jogo 159: 1, 3, 4, 6, 7, 8, 11, 13, 14, 15, 17, 20, 21, 23, 25
Jogo 160: 1, 2, 6, 8, 10, 11, 12, 13, 14, 15, 17, 19, 21, 23, 25
Jogo 161: 1, 2, 3, 4, 6, 7, 8, 10, 12, 14, 17, 19, 20, 21, 23
Jogo 162: 2, 3, 4, 6, 7, 10, 11, 12, 13, 14, 19, 20, 21, 23, 25
Jogo 163: 2, 4, 6, 7, 8, 10, 11, 12, 15, 17, 19, 21, 22, 23, 25
Jogo 164: 1, 2, 3, 4, 6, 8, 10, 12, 14, 15, 17, 19, 22, 23, 25
Jogo 165: 4, 6, 7, 8, 10, 11, 13, 14, 15, 17, 19, 20, 21, 22, 23
Jogo 166: 2, 3, 4, 6, 8, 10, 11, 13, 15, 17, 19, 20, 22, 23, 25
Jogo 167: 1, 4, 6, 7, 10, 11, 12, 13, 14, 17, 19, 20, 22, 23, 25
Jogo 168: 1, 2, 4, 7, 8, 11, 13, 14, 17, 19, 20, 21, 22, 23, 25
Jogo 169: 1, 2, 4, 7, 8, 10, 11, 12, 13, 15, 19, 20, 21, 22, 23
Jogo 170: 1, 2, 3, 6, 7, 8, 10, 11, 13, 15, 17, 19, 21, 22, 23
Jogo 171: 1, 2, 3, 6, 7, 8, 10, 11, 12, 13, 17, 19, 20, 23, 25
Jogo 172: 1, 2, 3, 4, 10, 11, 12, 13, 14, 17, 19, 20, 21, 22, 25
Jogo 173: 1, 2, 3, 4, 7, 8, 10, 11, 13, 14, 15, 17, 19, 20, 22
Jogo 174: 1, 2, 3, 4, 6, 7, 8, 10, 13, 14, 17, 20, 21, 22, 25
Jogo 175: 3, 4, 6, 7, 8, 10, 11, 12, 13, 15, 17, 20, 21, 22, 25
Jogo 176: 2, 3, 4, 6, 7, 10, 12, 14, 15, 17, 19, 20, 21, 22, 25
Jogo 177: 1, 3, 7, 8, 10, 12, 13, 14, 15, 17, 19, 21, 22, 23, 25
Jogo 178: 1, 2, 4, 6, 7, 8, 10, 11, 12, 13, 14, 19, 21, 22, 25
Jogo 179: 1, 2, 3, 8, 11, 12, 13, 14, 15, 17, 19, 20, 22, 23, 25
Jogo 180: 1, 2, 3, 4, 6, 8, 10, 13, 15, 19, 20, 21, 22, 23, 25
Jogo 181: 3, 4, 6, 7, 8, 11, 12, 14, 15, 17, 19, 20, 22, 23, 25
Jogo 182: 1, 2, 6, 7, 8, 11, 12, 13, 14, 15, 17, 20, 21, 22, 25
Jogo 183: 1, 2, 3, 6, 8, 10, 11, 12, 13, 14, 17, 20, 21, 22, 23
Jogo 184: 1, 2, 3, 4, 6, 7, 10, 11, 12, 15, 20, 21, 22, 23, 25
Jogo 185: 1, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 20, 21, 23, 25
Jogo 186: 1, 3, 4, 7, 11, 12, 13, 14, 15, 17, 19, 20, 21, 22, 23
Jogo 187: 1, 2, 3, 4, 6, 8, 11, 12, 13, 15, 17, 19, 20, 21, 22
Jogo 188: 1, 2, 3, 4, 6, 7, 8, 11, 13, 14, 15, 19, 20, 21, 25
Jogo 189: 3, 4, 7, 8, 10, 11, 13, 14, 17, 19, 20, 21, 22, 23, 25
Jogo 190: 1, 2, 4, 6, 8, 10, 11, 14, 15, 17, 19, 20, 21, 22, 25
Jogo 191: 1, 2, 4, 6, 7, 8, 12, 13, 15, 17, 19, 21, 22, 23, 25
Jogo 192: 1, 2, 4, 6, 7, 8, 10, 11, 12, 14, 17, 19, 20, 22, 23
Jogo 193: 1, 2, 3, 6, 7, 8, 10, 12, 13, 14, 15, 17, 19, 20, 21
Jogo 194: 2, 3, 4, 7, 8, 10, 11, 12, 13, 14, 15, 17, 19, 22, 23
Jogo 195: 1, 2, 6, 7, 10, 11, 12, 13, 15, 17, 19, 20, 21, 22, 25
Jogo 196: 1, 2, 4, 8, 10, 12, 13, 14, 15, 19, 20, 21, 22, 23, 25
Jogo 197: 1, 2, 3, 7, 8, 10, 11, 12, 14, 17, 19, 20, 21, 22, 25
Jogo 198: 2, 3, 4, 6, 7, 8, 11, 12, 13, 14, 15, 20, 22, 23, 25
Jogo 199: 1, 3, 6, 7, 8, 10, 11, 12, 15, 17, 19, 20, 22, 23, 25
Jogo 200: 1, 3, 4, 6, 7, 10, 11, 12, 13, 14, 17, 19, 21, 23, 25
Jogo 201: 2, 3, 4, 6, 8, 10, 11, 12, 13, 14, 15, 19, 20, 21, 23
Jogo 202: 1, 2, 3, 4, 6, 7, 10, 12, 13, 17, 19, 20, 22, 23, 25
Jogo 203: 1, 2, 3, 4, 6, 7, 10, 11, 12, 14, 15, 19, 20, 22, 23
Jogo 204: 2, 3, 6, 7, 8, 10, 13, 14, 15, 17, 19, 20, 22, 23, 25
Jogo 205: 1, 2, 4, 7, 10, 11, 12, 13, 14, 15, 17, 19, 20, 21, 25
Jogo 206: 1, 2, 4, 7, 8, 10, 11, 12, 14, 15, 17, 20, 21, 22, 23
Jogo 207: 1, 2, 3, 4, 6, 7, 10, 13, 14, 15, 17, 20, 21, 23, 25
Jogo 208: 1, 2, 3, 4, 6, 7, 8, 11, 14, 17, 19, 21, 22, 23, 25
Jogo 209: 3, 6, 7, 8, 11, 12, 13, 14, 15, 17, 19, 20, 21, 22, 25
Jogo 210: 2, 3, 4, 7, 10, 11, 12, 13, 14, 15, 19, 21, 22, 23, 25
Jogo 211: 2, 3, 4, 7, 8, 11, 12, 13, 15, 17, 19, 20, 21, 23, 25
Jogo 212: 2, 3, 4, 6, 7, 8, 10, 11, 12, 14, 15, 17, 21, 23, 25
Jogo 213: 1, 3, 4, 6, 8, 10, 11, 12, 13, 14, 19, 20, 21, 22, 25
Jogo 214: 1, 3, 4, 7, 10, 11, 12, 13, 14, 15, 17, 20, 22, 23, 25
Jogo 215: 1, 3, 4, 7, 8, 10, 13, 15, 17, 19, 20, 21, 22, 23, 25
Jogo 216: 1, 2, 3, 8, 10, 11, 12, 13, 15, 17, 20, 21, 22, 23, 25
Jogo 217: 1, 2, 3, 6, 7, 10, 11, 12, 13, 14, 17, 19, 21, 22, 23
Jogo 218: 1, 2, 3, 4, 6, 8, 11, 12, 14, 15, 17, 19, 20, 21, 23
Jogo 219: 4, 6, 7, 8, 10, 12, 13, 14, 15, 17, 19, 20, 21, 23, 25
Jogo 220: 1, 4, 6, 10, 11, 12, 13, 15, 17, 19, 20, 21, 22, 23, 25
Jogo 221: 1, 3, 6, 7, 10, 11, 12, 14, 15, 19, 20, 21, 22, 23, 25
Jogo 222: 1, 2, 4, 6, 7, 8, 10, 11, 13, 14, 15, 20, 22, 23, 25
Jogo 223: 1, 2, 3, 6, 8, 10, 11, 12, 13, 14, 15, 17, 20, 22, 25
Jogo 224: 1, 2, 3, 6, 7, 8, 11, 12, 13, 14, 17, 19, 22, 23, 25
Jogo 225: 2, 3, 4, 6, 7, 8, 10, 11, 13, 14, 19, 20, 21, 22, 23
Jogo 226: 1, 3, 6, 7, 8, 10, 12, 13, 15, 17, 19, 20, 21, 22, 23
Jogo 227: 1, 2, 4, 6, 8, 10, 12, 13, 14, 15, 17, 19, 21, 22, 23
Jogo 228: 1, 2, 4, 6, 7, 8, 10, 12, 14, 19, 20, 21, 22, 23, 25
Jogo 229: 1, 2, 3, 4, 7, 8, 12, 13, 14, 15, 19, 20, 22, 23, 25
Jogo 230: 2, 3, 4, 6, 7, 10, 11, 12, 13, 14, 15, 17, 19, 20, 23
Jogo 231: 1, 3, 4, 6, 7, 8, 10, 11, 13, 15, 17, 21, 22, 23, 25
Jogo 232: 1, 2, 4, 6, 7, 10, 11, 12, 15, 17, 19, 20, 21, 23, 25
Jogo 233: 3, 4, 6, 7, 8, 10, 11, 12, 14, 17, 20, 21, 22, 23, 25
Jogo 234: 2, 4, 6, 7, 8, 11, 12, 13, 17, 19, 20, 21, 22, 23, 25
Jogo 235: 2, 3, 4, 7, 10, 11, 14, 15, 17, 19, 20, 21, 22, 23, 25
Jogo 236: 2, 3, 4, 6, 10, 12, 13, 14, 15, 17, 20, 21, 22, 23, 25
Jogo 237: 1, 2, 3, 6, 7, 8, 10, 11, 17, 19, 20, 21, 22, 23, 25
Jogo 238: 1, 2, 3, 4, 6, 7, 13, 14, 15, 17, 19, 21, 22, 23, 25
Jogo 239: 1, 2, 3, 4, 6, 7, 8, 11, 13, 15, 17, 19, 20, 23, 25
Jogo 240: 3, 4, 6, 8, 10, 11, 12, 13, 14, 15, 17, 19, 21, 22, 23
Jogo 241: 1, 2, 6, 7, 8, 10, 12, 13, 14, 15, 17, 21, 22, 23, 25
Jogo 242: 1, 2, 3, 4, 8, 10, 11, 12, 13, 14, 17, 19, 21, 23, 25
Jogo 243: 1, 2, 3, 4, 7, 8, 10, 14, 15, 17, 20, 21, 22, 23, 25
Jogo 244: 1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 15, 20, 22, 25
Jogo 245: 3, 4, 6, 7, 8, 10, 13, 14, 15, 19, 20, 21, 22, 23, 25
Jogo 246: 1, 3, 4, 8, 10, 11, 12, 14, 15, 17, 19, 20, 21, 22, 25
Jogo 247: 1, 3, 4, 6, 7, 10, 11, 12, 13, 15, 19, 20, 21, 23, 25
Jogo 248: 1, 2, 3, 4, 7, 8, 12, 13, 14, 15, 17, 19, 20, 21, 25
Jogo 249: 1, 2, 3, 4, 6, 7, 8, 11, 12, 13, 15, 17, 21, 23, 25
Jogo 250: 2, 3, 7, 8, 10, 11, 12, 13, 15, 19, 20, 21, 22, 23, 25
Jogo 251: 1, 6, 7, 11, 12, 13, 14, 15, 17, 19, 20, 21, 22, 23, 25
Jogo 252: 1, 2, 6, 8, 10, 11, 13, 14, 15, 17, 19, 20, 22, 23, 25
Jogo 253: 1, 2, 4, 6, 7, 8, 11, 13, 14, 15, 17, 20, 21, 22, 23
Jogo 254: 1, 2, 4, 6, 7, 8, 10, 11, 12, 14, 15, 17, 22, 23, 25
Jogo 255: 1, 2, 3, 7, 8, 10, 11, 12, 13, 14, 15, 17, 19, 20, 23
Jogo 256: 1, 2, 3, 6, 8, 13, 14, 15, 17, 19, 20, 21, 22, 23, 25
Jogo 257: 1, 2, 3, 4, 8, 11, 12, 13, 14, 15, 20, 21, 22, 23, 25
Jogo 258: 1, 2, 3, 4, 7, 10, 11, 13, 14, 19, 20, 21, 22, 23, 25
Jogo 259: 1, 2, 3, 4, 6, 8, 10, 11, 12, 13, 17, 21, 22, 23, 25
Jogo 260: 2, 6, 7, 8, 10, 11, 12, 14, 15, 17, 19, 20, 21, 23, 25
Jogo 261: 2, 4, 7, 8, 10, 11, 12, 13, 14, 15, 17, 19, 21, 22, 25
Jogo 262: 1, 3, 4, 6, 7, 8, 11, 12, 14, 15, 19, 21, 22, 23, 25
Jogo 263: 1, 2, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 19, 21, 23
Jogo 264: 1, 2, 3, 4, 6, 11, 12, 13, 14, 15, 17, 19, 20, 21, 25
Jogo 265: 1, 2, 3, 4, 6, 10, 11, 12, 13, 14, 15, 17, 20, 21, 22
Jogo 266: 1, 2, 3, 4, 6, 7, 8, 10, 11, 13, 14, 17, 20, 23, 25
Jogo 267: 1, 4, 7, 8, 10, 12, 13, 14, 17, 19, 20, 21, 22, 23, 25
Jogo 268: 1, 3, 4, 6, 8, 10, 11, 13, 14, 15, 17, 19, 22, 23, 25
Jogo 269: 1, 2, 4, 6, 7, 8, 10, 12, 13, 15, 17, 19, 20, 22, 23
